src,dest,mn_weight
2AMACHYD,r2097,664.2222222222223
2AMACHYD,r2098,664.2222222222223
2AMACHYD,r2099,664.2222222222223
2AMACHYD,r2100,664.2222222222223
2AMADPTm,2AMADPTm,8117.31746031746
2AMADPTm,2HYDOGOAT3t,415.1388888888889
2AMADPTm,2OXOADPTm,565.0674603174604
2AMADPTm,3OHGLUTACOAT3t,415.1388888888889
2AMADPTm,3SALATAi,415.1388888888889
2AMADPTm,AKGMALtm,565.0674603174604
2AMADPTm,AKGt4_3,415.1388888888889
2AMADPTm,ALATA_L,415.1388888888889
2AMADPTm,ASPTA,415.1388888888889
2AMADPTm,BBHOX,415.1388888888889
2AMADPTm,CE1918te,415.1388888888889
2AMADPTm,CYSTA,415.1388888888889
2AMADPTm,EHGLAT,415.1388888888889
2AMADPTm,FOLOAT1tc,415.1388888888889
2AMADPTm,GLUTAROAT3t,415.1388888888889
2AMADPTm,HMR_0718,415.1388888888889
2AMADPTm,HMR_0719,415.1388888888889
2AMADPTm,HMR_4776,415.1388888888889
2AMADPTm,HMR_6983,415.1388888888889
2AMADPTm,HMR_9532,415.1388888888889
2AMADPTm,HMR_9588,415.1388888888889
2AMADPTm,HMR_9623,415.1388888888889
2AMADPTm,HMR_9624,415.1388888888889
2AMADPTm,HOMOVALte,415.1388888888889
2AMADPTm,ICDHy,415.1388888888889
2AMADPTm,ILETA,415.1388888888889
2AMADPTm,INDSt,415.1388888888889
2AMADPTm,KYNATEtr,415.1388888888889
2AMADPTm,LCYSTAT,415.1388888888889
2AMADPTm,LEUTA,415.1388888888889
2AMADPTm,PCLYSOX,415.1388888888889
2AMADPTm,PHETA1,415.1388888888889
2AMADPTm,PSERT,415.1388888888889
2AMADPTm,TMDOATthc,415.1388888888889
2AMADPTm,TMLYSOX,415.1388888888889
2AMADPTm,TYRTA,415.1388888888889
2AMADPTm,VALTA,415.1388888888889
2AMADPTm,VANILPYRc,415.1388888888889
2AMADPTm,r0082,415.1388888888889
2AMADPTm,r0085,415.1388888888889
2AMADPTm,r0594,5978.0
2AMADPTm,r0819,565.0674603174604
2AMADPTm,r0879,415.1388888888889
2AMADPTm,r1147,565.0674603174604
2AMADPTm,r2093,415.1388888888889
2AMADPTm,r2101,415.1388888888889
2AMADPTm,r2102,415.1388888888889
2AMADPTm,r2103,415.1388888888889
2AMADPTm,r2104,415.1388888888889
2AMADPTm,r2105,415.1388888888889
2AMADPTm,r2106,415.1388888888889
2AMADPTm,r2107,415.1388888888889
2AMADPTm,r2108,415.1388888888889
2AMADPTm,r2109,415.1388888888889
2AMADPTm,r2373,565.0674603174604
2AMADPTm,r2377,565.0674603174604
2AMADPTm,r2381,565.0674603174604
2AMADPTm,r2385,565.0674603174604
2AMADPTm,r2389,565.0674603174604
2AMADPTm,r2419,565.0674603174604
2AMADPTm,r2520,565.0674603174604
2H3MVc,2H3MVc,22428.71155288822
2H3MVc,ILETA,7472.5
2HATVACIDOXDhc,2HATVACIDOXDhc,2629.342650103519
2HATVACIDOXDhc,4HATVACIDOXDhc,883.6759834368529
2HATVACIDhc,2HATVACIDhc,10970.878219554888
2HATVACIDhc,2HATVACIDteb,4992.878219554888
2HATVACIDhc,2HATVACIDthc,4981.666666666666
2HATVACIDhc,2HATVLACteb,5989.211552888222
2HATVACIDhc,2HATVLACthc,5978.0
2HATVACIDteb,2HATVACIDteb,7058.378219554888
2HATVACIDteb,2HATVACIDthc,7047.166666666666
2HATVACIDthc,2HATVACIDthc,7047.166666666666
2HATVLACOXDhc,2HATVLACOXDhc,3502.175983436853
2HATVLACOXDhc,4HATVLACOXDhc,883.6759834368529
2HATVLACteb,2HATVLACteb,8054.711552888222
2HATVLACteb,2HATVLACthc,8043.5
2HATVLACthc,2HATVLACthc,8043.5
2HBO,2HBO,5491.044886221554
2HBO,2HBt2,2502.044886221555
2HBO,2OBUTt,3000.211552888222
2HBO,CYSTGL,2989.0
2HBO,HMR_7137,2989.0
2HBO,SELCYSTGL,2989.0
2HBO,THRD_L,2989.0
2HBO,r1155,3000.211552888222
2HBO,r1454,3000.211552888222
2HBO,r2085,2490.833333333333
2HBO,r2086,2490.833333333333
2HBO,r2087,2490.833333333333
2HBO,r2088,2490.833333333333
2HBO,r2089,2490.833333333333
2HBO,r2090,2490.833333333333
2HBO,r2091,2490.833333333333
2HBO,r2092,2490.833333333333
2HBO,r2109,2490.833333333333
2HBO,r2133,2490.833333333333
2HBt2,2HBt2,3209.939252418738
2HBt2,r2085,3179.333333333333
2HBt2,r2086,3179.333333333333
2HBt2,r2087,3179.333333333333
2HBt2,r2088,3179.333333333333
2HBt2,r2089,3179.333333333333
2HBt2,r2090,3179.333333333333
2HBt2,r2091,3179.333333333333
2HBt2,r2092,3179.333333333333
2HBt2,r2109,3179.333333333333
2HBt2,r2133,3179.333333333333
2HIVc,2HIVc,20934.21155288822
2HIVc,VALTA,5978.0
2HYDOGOAT3t,2HYDOGOAT3t,18431.90811965812
2HYDOGOAT3t,2OXOADPTm,415.1388888888889
2HYDOGOAT3t,3OHGLUTACOAT3t,732.9081196581196
2HYDOGOAT3t,3SALATAi,415.1388888888889
2HYDOGOAT3t,AKGMALtm,415.1388888888889
2HYDOGOAT3t,AKGt4_3,732.9081196581196
2HYDOGOAT3t,ALATA_L,415.1388888888889
2HYDOGOAT3t,ASPTA,415.1388888888889
2HYDOGOAT3t,BBHOX,415.1388888888889
2HYDOGOAT3t,CE1918te,732.9081196581196
2HYDOGOAT3t,CYSTA,415.1388888888889
2HYDOGOAT3t,EHGLAT,415.1388888888889
2HYDOGOAT3t,FOLOAT1tc,732.9081196581196
2HYDOGOAT3t,GLUTAROAT3t,732.9081196581196
2HYDOGOAT3t,HMR_0718,415.1388888888889
2HYDOGOAT3t,HMR_0719,415.1388888888889
2HYDOGOAT3t,HMR_4776,415.1388888888889
2HYDOGOAT3t,HMR_6983,415.1388888888889
2HYDOGOAT3t,HMR_9532,415.1388888888889
2HYDOGOAT3t,HMR_9588,732.9081196581196
2HYDOGOAT3t,HMR_9623,732.9081196581196
2HYDOGOAT3t,HMR_9624,732.9081196581196
2HYDOGOAT3t,HOMOVALte,732.9081196581196
2HYDOGOAT3t,ICDHy,415.1388888888889
2HYDOGOAT3t,ILETA,415.1388888888889
2HYDOGOAT3t,INDSt,732.9081196581196
2HYDOGOAT3t,KYNATEtr,732.9081196581196
2HYDOGOAT3t,LCYSTAT,415.1388888888889
2HYDOGOAT3t,LEUTA,415.1388888888889
2HYDOGOAT3t,PCLYSOX,415.1388888888889
2HYDOGOAT3t,PHETA1,415.1388888888889
2HYDOGOAT3t,PSERT,415.1388888888889
2HYDOGOAT3t,TMDOATthc,732.9081196581196
2HYDOGOAT3t,TMLYSOX,415.1388888888889
2HYDOGOAT3t,TYRTA,415.1388888888889
2HYDOGOAT3t,VALTA,415.1388888888889
2HYDOGOAT3t,VANILPYRc,415.1388888888889
2HYDOGOAT3t,r0082,415.1388888888889
2HYDOGOAT3t,r0085,415.1388888888889
2HYDOGOAT3t,r0819,415.1388888888889
2HYDOGOAT3t,r0879,732.9081196581196
2HYDOGOAT3t,r1147,415.1388888888889
2HYDOGOAT3t,r2093,732.9081196581196
2HYDOGOAT3t,r2101,732.9081196581196
2HYDOGOAT3t,r2102,732.9081196581196
2HYDOGOAT3t,r2103,732.9081196581196
2HYDOGOAT3t,r2104,732.9081196581196
2HYDOGOAT3t,r2105,732.9081196581196
2HYDOGOAT3t,r2106,732.9081196581196
2HYDOGOAT3t,r2107,732.9081196581196
2HYDOGOAT3t,r2108,732.9081196581196
2HYDOGOAT3t,r2109,732.9081196581196
2HYDOGOAT3t,r2373,415.1388888888889
2HYDOGOAT3t,r2377,415.1388888888889
2HYDOGOAT3t,r2381,415.1388888888889
2HYDOGOAT3t,r2385,415.1388888888889
2HYDOGOAT3t,r2389,415.1388888888889
2HYDOGOAT3t,r2419,415.1388888888889
2HYDOGOAT3t,r2520,415.1388888888889
2HYOXPLCte,2HYOXPLCte,19106.605919085407
2HYOXPLCte,PPOR,14945.0
2MB2COAc,2MB2COAc,15994.5
2MB2COAc,ACOAD10m,1049.5
2MB2COAc,C51CPT1,14945.0
2MB2COAc,ECOAH9m,1049.5
2MB2COAc,RE2453M,1049.5
2MB2COAc,TIGGLYc,1049.5
2MB2COAc,r0603,1049.5
2OBUTt,2OBUTt,7150.605919085405
2OBUTt,CYSTGL,2989.0
2OBUTt,HMR_7137,2989.0
2OBUTt,SELCYSTGL,2989.0
2OBUTt,THRD_L,2989.0
2OBUTt,r1155,3000.211552888222
2OBUTt,r1454,3000.211552888222
2OXOADOXm,2OXOADOXm,2473.8214285714284
2OXOADOXm,2OXOADPTm,1574.25
2OXOADOXm,GLUTCOAACBP,899.5714285714286
2OXOADOXm,GLUTCOADHm,899.5714285714286
2OXOADOXm,r0451,1574.25
2OXOADOXm,r0541,899.5714285714286
2OXOADOXm,r0557,899.5714285714286
2OXOADPTm,2OXOADPTm,8117.31746031746
2OXOADPTm,3OHGLUTACOAT3t,415.1388888888889
2OXOADPTm,3SALATAi,415.1388888888889
2OXOADPTm,AKGMALtm,565.0674603174604
2OXOADPTm,AKGt4_3,415.1388888888889
2OXOADPTm,ALATA_L,415.1388888888889
2OXOADPTm,ASPTA,415.1388888888889
2OXOADPTm,BBHOX,415.1388888888889
2OXOADPTm,CE1918te,415.1388888888889
2OXOADPTm,CYSTA,415.1388888888889
2OXOADPTm,EHGLAT,415.1388888888889
2OXOADPTm,FOLOAT1tc,415.1388888888889
2OXOADPTm,GLUTAROAT3t,415.1388888888889
2OXOADPTm,HMR_0718,415.1388888888889
2OXOADPTm,HMR_0719,415.1388888888889
2OXOADPTm,HMR_4776,415.1388888888889
2OXOADPTm,HMR_6983,415.1388888888889
2OXOADPTm,HMR_9532,415.1388888888889
2OXOADPTm,HMR_9588,415.1388888888889
2OXOADPTm,HMR_9623,415.1388888888889
2OXOADPTm,HMR_9624,415.1388888888889
2OXOADPTm,HOMOVALte,415.1388888888889
2OXOADPTm,ICDHy,415.1388888888889
2OXOADPTm,ILETA,415.1388888888889
2OXOADPTm,INDSt,415.1388888888889
2OXOADPTm,KYNATEtr,415.1388888888889
2OXOADPTm,LCYSTAT,415.1388888888889
2OXOADPTm,LEUTA,415.1388888888889
2OXOADPTm,PCLYSOX,415.1388888888889
2OXOADPTm,PHETA1,415.1388888888889
2OXOADPTm,PSERT,415.1388888888889
2OXOADPTm,TMDOATthc,415.1388888888889
2OXOADPTm,TMLYSOX,415.1388888888889
2OXOADPTm,TYRTA,415.1388888888889
2OXOADPTm,VALTA,415.1388888888889
2OXOADPTm,VANILPYRc,415.1388888888889
2OXOADPTm,r0082,415.1388888888889
2OXOADPTm,r0085,415.1388888888889
2OXOADPTm,r0451,1574.25
2OXOADPTm,r0819,565.0674603174604
2OXOADPTm,r0879,415.1388888888889
2OXOADPTm,r1147,565.0674603174604
2OXOADPTm,r2093,415.1388888888889
2OXOADPTm,r2101,415.1388888888889
2OXOADPTm,r2102,415.1388888888889
2OXOADPTm,r2103,415.1388888888889
2OXOADPTm,r2104,415.1388888888889
2OXOADPTm,r2105,415.1388888888889
2OXOADPTm,r2106,415.1388888888889
2OXOADPTm,r2107,415.1388888888889
2OXOADPTm,r2108,415.1388888888889
2OXOADPTm,r2109,415.1388888888889
2OXOADPTm,r2373,565.0674603174604
2OXOADPTm,r2377,565.0674603174604
2OXOADPTm,r2381,565.0674603174604
2OXOADPTm,r2385,565.0674603174604
2OXOADPTm,r2389,565.0674603174604
2OXOADPTm,r2419,565.0674603174604
2OXOADPTm,r2520,565.0674603174604
34DHOXMANDte,34DHOXMANDte,10109.0
34DHOXMANDte,34DHXMANDACOX,5978.0
34DHOXMANDte,34DHXMANDACOX_NADP_,5978.0
34DHOXMANDte,HMR_6755,5978.0
34DHOXPEGOX,34DHOXPEGOX,15952.544886221554
34DHOXPEGOX,34DHXMANDACOX,5989.211552888222
34DHOXPEGOX,34DHXMANDACOX_NADP_,5989.211552888222
34DHOXPEGOX,41R1H2MAE12BOOX,5978.0
34DHOXPEGOX,41R2A1H12BOOX,5978.0
34DHOXPEGOX,HMR_6757,9974.544886221554
34DHPEAR,34DHPEAR,19937.87821955489
34DHPEAR,34DHPLACOX,4992.878219554888
34DHPEAR,34DHPLACOX_NADP_,4992.878219554888
34DHPEAR,42A12BOOX,4981.666666666666
34DHPHAMT,34DHPHAMT,15699.07817838992
34DHPHAMT,34DHPHAte,7472.5
34DHPHAMT,34DHPLACOX,7483.711552888222
34DHPHAMT,34DHPLACOX_NADP_,7483.711552888222
34DHPHAMT,3M4HDXPAC,7483.711552888222
34DHPHAMT,ACSOMT,754.0781783899201
34DHPHAMT,ACSRTNMT,754.0781783899201
34DHPHAMT,ADMDC,375.72374801017327
34DHPHAMT,AHC,378.3544303797469
34DHPHAMT,DOPAMT,754.0781783899201
34DHPHAMT,GACMTRc,754.0781783899201
