rxn	rxn_name	gene	equation	pathway
C161CPT12	Carnitine O-palmitoyltransferase	Cpt1c	C161CPT12: crn_c + hdd2coa_c --> coa_c + hdd2crn_c	Carnitine shuttle
C161CPT2	C161 transport into the mitochondria	Cpt2	C161CPT2: coa_m + hdcecrn_m --> crn_m + hdcoa_m	Carnitine shuttle
C161CPT22	C161 transport into the mitochondria	Cpt2	C161CPT22: coa_m + hdd2crn_m --> crn_m + hdd2coa_m	Carnitine shuttle
C161CRN2t	C161 transport into the mitochondria	Slc25a20	C161CRN2t: hdd2crn_c --> hdd2crn_m	Carnitine shuttle
C161CRNt	C161 transport into the mitochondria	Slc25a20	C161CRNt: hdcecrn_c --> hdcecrn_m	Carnitine shuttle
C180CPT1	Carnitine O-stearoyl transferase	Cpt1a	C180CPT1: crn_c + stcoa_c --> coa_c + stcrn_c	Carnitine shuttle
C180CPT1	Carnitine O-stearoyl transferase	Cpt1b	C180CPT1: crn_c + stcoa_c --> coa_c + stcrn_c	Carnitine shuttle
C180CPT1	Carnitine O-stearoyl transferase	Cpt1c	C180CPT1: crn_c + stcoa_c --> coa_c + stcrn_c	Carnitine shuttle
C180CPT2	Carnitine O-stearoyl transferase	Cpt2	C180CPT2: coa_m + stcrn_m --> crn_m + stcoa_m	Carnitine shuttle
C180CRNt	C180 transport into the mitochondria	Slc25a20	C180CRNt: stcrn_c --> stcrn_m	Carnitine shuttle
C181CPT1	Carnitine octadecenoyl transferase	Cpt1a	C181CPT1: crn_c + odecoa_c --> coa_c + odecrn_c	Carnitine shuttle
C181CPT1	Carnitine octadecenoyl transferase	Cpt1b	C181CPT1: crn_c + odecoa_c --> coa_c + odecrn_c	Carnitine shuttle
C181CPT1	Carnitine octadecenoyl transferase	Cpt1c	C181CPT1: crn_c + odecoa_c --> coa_c + odecrn_c	Carnitine shuttle
C181CPT2	Carnitine octadecenoyl transferase	Cpt2	C181CPT2: coa_m + odecrn_m --> crn_m + odecoa_m	Carnitine shuttle
C181CRNt	C181 transport into the mitochondria	Slc25a20	C181CRNt: odecrn_c --> odecrn_m	Carnitine shuttle
C204CPT1	Carnitine C20:4 transferase	Cpt1a	C204CPT1: arachdcoa_c + crn_c --> arachdcrn_c + coa_c	Carnitine shuttle
C204CPT1	Carnitine C20:4 transferase	Cpt1b	C204CPT1: arachdcoa_c + crn_c --> arachdcrn_c + coa_c	Carnitine shuttle
C204CPT1	Carnitine C20:4 transferase	Cpt1c	C204CPT1: arachdcoa_c + crn_c --> arachdcrn_c + coa_c	Carnitine shuttle
C204CPT2	Arachidonic acid transport into the mitochondria	Cpt2	C204CPT2: arachdcrn_m + coa_m --> arachdcoa_m + crn_m	Carnitine shuttle
C226CPT1	Carnitine C22:6 transferase	Cpt1a	C226CPT1: c226coa_c + crn_c --> c226crn_c + coa_c	Carnitine shuttle
C226CPT1	Carnitine C22:6 transferase	Cpt1b	C226CPT1: c226coa_c + crn_c --> c226crn_c + coa_c	Carnitine shuttle
C226CPT1	Carnitine C22:6 transferase	Cpt1c	C226CPT1: c226coa_c + crn_c --> c226crn_c + coa_c	Carnitine shuttle
C226CPT2	C226 transport into the mitochondria	Cpt2	C226CPT2: c226crn_m + coa_m --> c226coa_m + crn_m	Carnitine shuttle
C2M26DCOAHLm	Cis-2-Methyl-5-isopropylhexa-2,5-dienoyl-CoA hydro-lyase (m)	Auh	C2M26DCOAHLm: c2m26dcoa_m + h2o_m <=> 3h26dm5coa_m	Limonene and pinene degradation
C2M26DCOAHLm	Cis-2-Methyl-5-isopropylhexa-2,5-dienoyl-CoA hydro-lyase (m)	Hadha	C2M26DCOAHLm: c2m26dcoa_m + h2o_m <=> 3h26dm5coa_m	Limonene and pinene degradation
C2M26DCOAHLm	Cis-2-Methyl-5-isopropylhexa-2,5-dienoyl-CoA hydro-lyase (m)	Hadhb	C2M26DCOAHLm: c2m26dcoa_m + h2o_m <=> 3h26dm5coa_m	Limonene and pinene degradation
C2M26DCOAHLx	Cis-2-Methyl-5-isopropylhexa-2,5-dienoyl-CoA hydro-lyase (x)	Ech1	C2M26DCOAHLx: c2m26dcoa_x + h2o_x <=> 3h26dm5coa_x	Limonene and pinene degradation
C2M26DCOAHLx	Cis-2-Methyl-5-isopropylhexa-2,5-dienoyl-CoA hydro-lyase (x)	Ehhadh	C2M26DCOAHLx: c2m26dcoa_x + h2o_x <=> 3h26dm5coa_x	Limonene and pinene degradation
C3STDH1Pr	C-3 sterol dehydrogenase (4-methylzymosterol)	Nsdhl	C3STDH1Pr: 4mzym_int1_r + nadp_r --> 4mzym_int2_r + co2_r + h_r + nadph_r	Cholesterol Metabolism
C3STDH1r	C-3 sterol dehydrogenase (4-methylzymosterol)	Nsdhl	C3STDH1r: 4mzym_int1_r + nad_r --> 4mzym_int2_r + co2_r + h_r + nadh_r	Cholesterol Metabolism
C3STKR2r	C-3 sterol keto reductase (zymosterol)	Hsd17b4	C3STKR2r: h_r + nadph_r + zym_int2_r --> nadp_r + zymst_r	Cholesterol Metabolism
C4STMO1r	C-4 sterol methyl oxidase (4,4-dimethylzymosterol)	Msmo1	C4STMO1r: 44mzym_r + 3.0 h_r + 3.0 nadph_r + 3.0 o2_r --> 4mzym_int1_r + 4.0 h2o_r + 3.0 nadp_r	Cholesterol Metabolism
C4STMO2Pr	C-4 methyl sterol oxidase	Nsdhl	C4STMO2Pr: 4mzym_int2_r + nadp_r + o2_r --> co2_r + h_r + nadph_r + zym_int2_r	Cholesterol Metabolism
C4STMO2r	C-4 methyl sterol oxidase	Msmo1	C4STMO2r: 4mzym_int2_r + nad_r + o2_r --> co2_r + h_r + nadh_r + zym_int2_r	Cholesterol Metabolism
C4STMO2r	C-4 methyl sterol oxidase	Nsdhl	C4STMO2r: 4mzym_int2_r + nad_r + o2_r --> co2_r + h_r + nadh_r + zym_int2_r	Cholesterol Metabolism
CAATPS	CAATPS	Atp2b1	CAATPS: atp_c + 2.0 ca2_c + h2o_c --> adp_c + 2.0 ca2_e + h_e + pi_c	Transport, Extracellular
CAATPS	CAATPS	Atp2b2	CAATPS: atp_c + 2.0 ca2_c + h2o_c --> adp_c + 2.0 ca2_e + h_e + pi_c	Transport, Extracellular
CAATPS	CAATPS	Atp2b3	CAATPS: atp_c + 2.0 ca2_c + h2o_c --> adp_c + 2.0 ca2_e + h_e + pi_c	Transport, Extracellular
CAATPS	CAATPS	Atp2b4	CAATPS: atp_c + 2.0 ca2_c + h2o_c --> adp_c + 2.0 ca2_e + h_e + pi_c	Transport, Extracellular
CAMPt	CAMP transport (ATP-dependent)	Abcc4	CAMPt: atp_c + camp_c + h2o_c --> adp_c + camp_e + h_c + pi_c	Transport, Extracellular
CAMPt	CAMP transport (ATP-dependent)	Abcc5	CAMPt: atp_c + camp_c + h2o_c --> adp_c + camp_e + h_c + pi_c	Transport, Extracellular
CAT2p	Catalase A, peroxisomal (ethanol)	Cat	CAT2p: etoh_x + h2o2_x --> acald_x + 2.0 h2o_x	Glycolysis/Gluconeogenesis
CAt7r	Calcium / sodium antiporter (1:3), reversible	Slc8a1	CAt7r: ca2_c + 3.0 na1_e <=> ca2_e + 3.0 na1_c	Transport, Extracellular
CAt7r	Calcium / sodium antiporter (1:3), reversible	Slc8a2	CAt7r: ca2_c + 3.0 na1_e <=> ca2_e + 3.0 na1_c	Transport, Extracellular
CAt7r	Calcium / sodium antiporter (1:3), reversible	Slc8a3	CAt7r: ca2_c + 3.0 na1_e <=> ca2_e + 3.0 na1_c	Transport, Extracellular
CBL2tm	Cob(II)alamine transport, mitochondrial	Mmaa	CBL2tm: cbl2_c --> cbl2_m	Transport, Mitochondrial
CBLATm	Cob(I)alamin adenosyltransferase, mitochondrial	Mmaa	CBLATm: atp_m + cbl1_m + h_m <=> adocbl_m + pppi_m	Vitamin B12 Metabolism
CBPPer	Carbamoyl phosphate phosphotransferase, endoplasmic reticulum	G6pc	CBPPer: cbp_r + glc__D_r + h_r --> co2_r + g6p_r + nh4_r	Glycolysis/Gluconeogenesis
CBPPer	Carbamoyl phosphate phosphotransferase, endoplasmic reticulum	G6pc2	CBPPer: cbp_r + glc__D_r + h_r --> co2_r + g6p_r + nh4_r	Glycolysis/Gluconeogenesis
CBPPer	Carbamoyl phosphate phosphotransferase, endoplasmic reticulum	G6pc3	CBPPer: cbp_r + glc__D_r + h_r --> co2_r + g6p_r + nh4_r	Glycolysis/Gluconeogenesis
CBPS	Carbamoyl-phosphate synthase (glutamine-hydrolysing)	Cad	CBPS: 2.0 atp_c + gln__L_c + h2o_c + hco3_c --> 2.0 adp_c + cbp_c + glu__L_c + 2.0 h_c + pi_c	Pyrimidine Biosynthesis
CBPSam	Carbamoyl-phosphate synthase (ammonia) (mitochondria	Cps1	CBPSam: 2.0 atp_m + hco3_m + nh4_m --> 2.0 adp_m + cbp_m + 2.0 h_m + pi_m	Glutamate metabolism
CBR1	Carbonyl reductase [NADPH] 1	Cbr1	CBR1: h_c + nadph_c + prostg1_c --> nadp_c + prostge1_c	Eicosanoid Metabolism
CBR2	Carbonyl reductase [NADPH] 1	Cbr1	CBR2: h_c + nadph_c + prostge2_c --> nadp_c + prostgf2_c	Eicosanoid Metabolism
CDIPTr	Phosphatidylinositol synthase (Homo sapiens)	Cdipt	CDIPTr: cdpdag_hs_c + inost_c <=> cmp_c + h_c + pail_hs_c	Glycerophospholipid Metabolism
CDS	Phosphatidate cytidylyltransferase	Cds1	CDS: ctp_c + h_c + pa_hs_c --> cdpdag_hs_c + ppi_c	Glycerophospholipid Metabolism
CDSm	Phosphatidate cytidylyltransferase	Cds2	CDSm: ctp_m + h_m + pa_hs_m --> cdpdag_hs_m + ppi_m	Glycerophospholipid Metabolism
CEPTC	Choline phosphotransferase	Cept1	CEPTC: cdpchol_c + dag_hs_c --> cmp_c + h_c + pchol_hs_c	Glycerophospholipid Metabolism
CEPTC	Choline phosphotransferase	Chpt1	CEPTC: cdpchol_c + dag_hs_c --> cmp_c + h_c + pchol_hs_c	Glycerophospholipid Metabolism
CEPTE	Ethanolamine phosphotransferase	Cept1	CEPTE: cdpea_c + dag_hs_c --> cmp_c + h_c + pe_hs_c	Glycerophospholipid Metabolism
CERK	Ceramide kinase	Cerk	CERK: atp_c + crm_hs_c --> adp_c + crmp_hs_c + h_c	Sphingolipid Metabolism
CERT1gt	Ceramide transport protein	Col4a3bp	CERT1gt: crm_hs_c <=> crm_hs_g	Transport, Golgi Apparatus
CERT1rt	Ceramide transport protein	Col4a3bp	CERT1rt: crm_hs_c <=> crm_hs_r	Transport, Endoplasmic Reticular
CERT2gt	Ceramide transport protein	Col4a3bp	CERT2gt: gluside_hs_c <=> gluside_hs_g	Transport, Golgi Apparatus
CERT2rt	Ceramide transport protein	Col4a3bp	CERT2rt: gluside_hs_c <=> gluside_hs_r	Transport, Endoplasmic Reticular
CGLYt3_2	Cys-Gly transport in via proton symport	Slc15a2	CGLYt3_2: cgly_e + 2.0 h_e --> cgly_c + 2.0 h_c	Transport, Extracellular
CGMPt	CGMP transport (ATP-dependent)	Abcc4	CGMPt: 35cgmp_c + atp_c + h2o_c --> 35cgmp_e + adp_c + h_c + pi_c	Transport, Extracellular
CGMPt	CGMP transport (ATP-dependent)	Abcc5	CGMPt: 35cgmp_c + atp_c + h2o_c --> 35cgmp_e + adp_c + h_c + pi_c	Transport, Extracellular
CH25H	Cholesterol 25-hydroxylase	Ch25h	CH25H: chsterol_r + h_r + nadph_r + o2_r --> h2o_r + nadp_r + xol25oh_r	Bile Acid Biosynthesis
CHAT	Choline O-acetyltransferase	Chat	CHAT: accoa_c + chol_c <=> ach_c + coa_c	Glycerophospholipid Metabolism
CHATn	Choline O-acetyltransferase	Chat	CHATn: accoa_n + chol_n <=> ach_n + coa_n	Glycerophospholipid Metabolism
CHLP	Choline phosphate phosphatase	Phospho1	CHLP: cholp_c + h2o_c --> chol_c + pi_c	Glycerophospholipid Metabolism
CHLPCTD	Choline phosphate cytididyltransferase	Pcyt1a	CHLPCTD: cholp_c + ctp_c + h_c --> cdpchol_c + ppi_c	Glycerophospholipid Metabolism
CHLPCTD	Choline phosphate cytididyltransferase	Pcyt1b	CHLPCTD: cholp_c + ctp_c + h_c --> cdpchol_c + ppi_c	Glycerophospholipid Metabolism
CHOLATEt2	Cholate transport via sodium cotransport	Slc10a1	CHOLATEt2: cholate_e + 2.0 na1_e --> cholate_c + 2.0 na1_c	Transport, Extracellular
CHOLATEt2	Cholate transport via sodium cotransport	Slc10a2	CHOLATEt2: cholate_e + 2.0 na1_e --> cholate_c + 2.0 na1_c	Transport, Extracellular
CHOLATEt3	ABC bile acid transporter	Abcb11	CHOLATEt3: atp_c + cholate_c + h2o_c --> adp_c + cholate_e + h_c + pi_c	Transport, Extracellular
CHOLATEt3	ABC bile acid transporter	Abcc3	CHOLATEt3: atp_c + cholate_c + h2o_c --> adp_c + cholate_e + h_c + pi_c	Transport, Extracellular
CHOLD2m	Choline dehydrogenase (FAD acceptor), mitochondrial	Chdh	CHOLD2m: chol_m + fad_m --> betald_m + fadh2_m	Glycine, Serine, and Threonine Metabolism
CHOLK	Choline kinase	Chka	CHOLK: atp_c + chol_c --> adp_c + cholp_c + h_c	Glycerophospholipid Metabolism
CHOLK	Choline kinase	Chkb	CHOLK: atp_c + chol_c --> adp_c + cholp_c + h_c	Glycerophospholipid Metabolism
CHOLt4	Choline, sodium cotransport	Slc5a7	CHOLt4: chol_e + na1_e <=> chol_c + na1_c	Transport, Extracellular
CHOLtu	Choline uniport	Slc22a2	CHOLtu: chol_e <=> chol_c	Transport, Extracellular
CHOLtu	Choline uniport	Slc22a5	CHOLtu: chol_e <=> chol_c	Transport, Extracellular
CHSTEROLSULT	Steroid sulfotransferase	Sult2b1	CHSTEROLSULT: chsterol_c + paps_c --> chsterols_c + h_c + pap_c	Steroid Metabolism
CHSTEROLt	Cholesterol efflux (ATP depedent)	Abca1	CHSTEROLt: atp_c + chsterol_c + h2o_c --> adp_c + chsterol_e + h_c + pi_c	Transport, Extracellular
CHSTEROLtg	Cholesterol efflux (ATP depedent), golgi	Abca1	CHSTEROLtg: atp_c + chsterol_g + h2o_c --> adp_c + chsterol_c + h_c + pi_c	Transport, Golgi Apparatus
CHTNASE	CHTNASE	Chia1	CHTNASE: chtn_c + 2.0 h2o_c --> 3.0 acgam_c	Aminosugar Metabolism
CHTNASE	CHTNASE	Chit1	CHTNASE: chtn_c + 2.0 h2o_c --> 3.0 acgam_c	Aminosugar Metabolism
CHTNASE	CHTNASE	Mansc1	CHTNASE: chtn_c + 2.0 h2o_c --> 3.0 acgam_c	Aminosugar Metabolism
CHTNASEe	Chitinase, extracellular	Chia1	CHTNASEe: chtn_e + 2.0 h2o_e --> 3.0 acgam_e	Aminosugar Metabolism
CITL	Citrate lyase	Clybl	CITL: cit_c --> ac_c + oaa_c	Citric Acid Cycle
CITRtm	Citrulline transport via diffusion, mitochondria	Slc25a15	CITRtm: citr__L_m <=> citr__L_c	Transport, Mitochondrial
CITRtm	Citrulline transport via diffusion, mitochondria	Slc25a2	CITRtm: citr__L_m <=> citr__L_c	Transport, Mitochondrial
CITt4_2	Citrate transport via sodium symport	Slc13a2	CITt4_2: cit_e + 2.0 na1_e <=> cit_c + 2.0 na1_c	Transport, Extracellular
CITt4_4	Citrate transport via sodium symport	Slc13a5	CITt4_4: cit_e + 4.0 na1_e <=> cit_c + 4.0 na1_c	Transport, Extracellular
CITtam	Citrate transport  mitochondrial	Slc25a1	CITtam: cit_c + mal__L_m <=> cit_m + mal__L_c	Transport, Mitochondrial
CITtbm	Citrate transport  mitochondrial	Slc25a1	CITtbm: cit_c + pep_m <=> cit_m + pep_c	Transport, Mitochondrial
CK	ATP Creatine kinase	Ckmt1	CK: atp_m + creat_m --> adp_m + pcreat_m	Urea cycle/amino group metabolism
CK	ATP Creatine kinase	Ckmt2	CK: atp_m + creat_m --> adp_m + pcreat_m	Urea cycle/amino group metabolism
CKc	ATP Creatine kinase (c)	Ckb	CKc: atp_c + creat_c <=> adp_c + pcreat_c	Urea cycle/amino group metabolism
CKc	ATP Creatine kinase (c)	Ckm	CKc: atp_c + creat_c <=> adp_c + pcreat_c	Urea cycle/amino group metabolism
CLFORtex	Chloride transport via formate countertransport	Slc26a4	CLFORtex: cl_e + 2.0 for_c --> cl_c + 2.0 for_e	Transport, Extracellular
CLFORtex2	Chloride transport via formate countertransport (2:1)	Slc26a6	CLFORtex2: 2.0 cl_e + for_c --> 2.0 cl_c + for_e	Transport, Extracellular
CLI2tex	Chloride transport via iodide countertransport	Slc26a4	CLI2tex: cl_e + 2.0 i_c --> cl_c + 2.0 i_e	Transport, Extracellular
CLOHtex2	Chloride transport via hydroxide countertransport (2:1)	Slc26a6	CLOHtex2: 2.0 cl_e + oh1_c --> 2.0 cl_c + oh1_e	Transport, Extracellular
CLOXAtex2	Chloride transport via oxalate countertransport (2:1)	Slc26a6	CLOXAtex2: 2.0 cl_e + oxa_c --> 2.0 cl_c + oxa_e	Transport, Extracellular
CLPNDCPT1	Carnitine O-palmitoyltransferase	Cpt1a	CLPNDCPT1: clpndcoa_c + crn_c --> clpndcrn_c + coa_c	Carnitine shuttle
CLPNDCPT1	Carnitine O-palmitoyltransferase	Cpt1b	CLPNDCPT1: clpndcoa_c + crn_c --> clpndcrn_c + coa_c	Carnitine shuttle
CLPNDCPT1	Carnitine O-palmitoyltransferase	Cpt1c	CLPNDCPT1: clpndcoa_c + crn_c --> clpndcrn_c + coa_c	Carnitine shuttle
CLPNDCPT2	Carnitine transferase	Cpt2	CLPNDCPT2: clpndcrn_m + coa_m --> clpndcoa_m + crn_m	Carnitine shuttle
CLPNDCRNt	Transport into the mitochondria (carnitine)	Slc25a20	CLPNDCRNt: clpndcrn_c --> clpndcrn_m	Carnitine shuttle
CLS_hs	Cardiolipin synthase (homo sapiens)	Crls1	CLS_hs: cdpdag_hs_c + pglyc_hs_c --> clpn_hs_c + cmp_c + h_c	Glycerophospholipid Metabolism
CMPACNAtg	CMP-Sia Golgi transport via CMP antiport	Slc35a1	CMPACNAtg: cmp_g + cmpacna_c <=> cmp_c + cmpacna_g	Transport, Golgi Apparatus
ACNMCT	CTP:N-acylneuraminate cytidylyltransferase	Cmas	ACNMCT: acnam_c + ctp_c --> cmpacna_c + ppi_c	Aminosugar Metabolism
CMPSASn	CMP sialic acid synthase, nuclear	Cmas	CMPSASn: acnam_n + ctp_n --> cmpacna_n + ppi_n	Aminosugar Metabolism
COKECBESr	Carboxylesterase (cocaine) (er)	Ces2h	COKECBESr: coke_r + h2o_r --> bz_r + egme_r + h_r	Alkaloid biosynthesis II
COQ3m	Methyltransferase COQ3	Coq3	COQ3m: 2dpmhobq_m + amet_m --> ahcys_m + h_m + q10_m	Ubiquinone Biosynthesis
COQ6m	Ubiquinone biosynthesis monooxgenase COQ6	Coq6	COQ6m: 2dp6mep_m + o2_m --> 2dp6mobq_m + h2o_m	Ubiquinone Biosynthesis
COQ7m	Ubiquinone biosynthesis COQ7	Coq7	COQ7m: 2dp6mobq_me_m + h_m + nadph_m + o2_m --> 2dpmhobq_m + h2o_m + nadp_m	Ubiquinone Biosynthesis
CORE3GTg	Core 3 beta-GlcNAc-transferase, Golgi apparatus	B3gnt6	CORE3GTg: Tn_antigen_g + uacgam_g --> core3_g + h_g + udp_g	O-Glycan Biosynthesis
CORE4GTg	Core 4 beta6-GalNAc-transferase, Golgi apparatus	Gcnt3	CORE4GTg: core3_g + uacgam_g --> core4_g + h_g + udp_g	O-Glycan Biosynthesis
CORE6GTg	Core 6 beta-GlcNAc-transferase A, Golgi apparatus	Gcnt1	CORE6GTg: Tn_antigen_g + uacgam_g --> core6_g + h_g + udp_g	O-Glycan Biosynthesis
CPCTDTX	Choline-phosphate cytidylyltransferase	Pcyt1a	CPCTDTX: ctp_c + h_c + ntm2amep_c --> cmpntm2amep_c + ppi_c	Glycerophospholipid Metabolism
CPCTDTX	Choline-phosphate cytidylyltransferase	Pcyt1b	CPCTDTX: ctp_c + h_c + ntm2amep_c --> cmpntm2amep_c + ppi_c	Glycerophospholipid Metabolism
CPPPGO	Coproporphyrinogen oxidase (O2 required)	Cpox	CPPPGO: cpppg3_c + 2.0 h_c + o2_c --> 2.0 co2_c + 2.0 h2o_c + pppg9_c	Heme Biosynthesis
CREATt4_2_r	CREATt4 LPAREN 2 RPAREN r	Slc6a8	CREATt4_2_r: creat_e + 2.0 na1_e <=> creat_c + 2.0 na1_c	Transport, Extracellular
CRNtHa	L-carnitine outward transport (H+ antiport)	Slc22a4	CRNtHa: crn_c + h_e --> crn_e + h_c	Transport, Extracellular
CSNAT2m	Carnitine O-aceyltransferase, mitochondrial	Crat	CSNAT2m: coa_m + pcrn_m <=> crn_m + ppcoa_m	Carnitine shuttle
CSNAT2x	Carnitine dimethyl nonanoyl transferase, revsible, peroxisomal	Crat	CSNAT2x: crn_x + dmnoncoa_x <=> coa_x + dmnoncrn_x	Fatty Acid Metabolism
CSNAT2x	Carnitine dimethyl nonanoyl transferase, revsible, peroxisomal	Crot	CSNAT2x: crn_x + dmnoncoa_x <=> coa_x + dmnoncrn_x	Fatty Acid Metabolism
CSNAT3x	Carnitine O-aceyltransferase, peroxisomal	Crat	CSNAT3x: crn_x + ppcoa_x <=> coa_x + pcrn_x	Carnitine shuttle
CSNATer	Carnitine O-acetyltransferase, endolasmic reticulum	Crat	CSNATer: accoa_r + crn_r <=> acrn_r + coa_r	Fatty Acid Metabolism
CSNATm	Carnitine O aceyltransferase  mitochondrial	Crat	CSNATm: acrn_m + coa_m <=> accoa_m + crn_m	Fatty Acid Metabolism
CSNATp	Carnitine O acetyltransferase  reverse direction  peroxisomal	Crat	CSNATp: accoa_x + crn_x <=> acrn_x + coa_x	Fatty Acid Metabolism
CSNt	Cytosine transport via facilated diffusion	Slc29a2	CSNt: csn_e <=> csn_c	Transport, Extracellular
CSm	Citrate synthase	Cs	CSm: accoa_m + h2o_m + oaa_m --> cit_m + coa_m + h_m	Citric Acid Cycle
CTPS1	CTP synthase  NH3	Ctps	CTPS1: atp_c + nh4_c + utp_c --> adp_c + ctp_c + 2.0 h_c + pi_c	Nucleotides
CTPS2	CTP synthase (glutamine)	Ctps2	CTPS2: atp_c + gln__L_c + h2o_c + utp_c --> adp_c + ctp_c + glu__L_c + 2.0 h_c + pi_c	Pyrimidine Biosynthesis
CYANSTm	Cyanide sulfurtransferase, mitochondrial	Tst	CYANSTm: cyan_m + tsul_m --> h_m + so3_m + tcynt_m	Cysteine Metabolism
CYOR_u10m	Ubiquinol-6 cytochrome c reductase, Complex III	CYTB	CYOR_u10m: 2.0 ficytC_m + 2.0 h_m + q10h2_m --> 2.0 focytC_m + 4.0 h_c + q10_m	Oxidative Phosphorylation
CYOR_u10m	Ubiquinol-6 cytochrome c reductase, Complex III	Cyc1	CYOR_u10m: 2.0 ficytC_m + 2.0 h_m + q10h2_m --> 2.0 focytC_m + 4.0 h_c + q10_m	Oxidative Phosphorylation
CYOR_u10m	Ubiquinol-6 cytochrome c reductase, Complex III	Uqcr10	CYOR_u10m: 2.0 ficytC_m + 2.0 h_m + q10h2_m --> 2.0 focytC_m + 4.0 h_c + q10_m	Oxidative Phosphorylation
CYOR_u10m	Ubiquinol-6 cytochrome c reductase, Complex III	Uqcr11	CYOR_u10m: 2.0 ficytC_m + 2.0 h_m + q10h2_m --> 2.0 focytC_m + 4.0 h_c + q10_m	Oxidative Phosphorylation
CYOR_u10m	Ubiquinol-6 cytochrome c reductase, Complex III	Uqcrb	CYOR_u10m: 2.0 ficytC_m + 2.0 h_m + q10h2_m --> 2.0 focytC_m + 4.0 h_c + q10_m	Oxidative Phosphorylation
CYOR_u10m	Ubiquinol-6 cytochrome c reductase, Complex III	Uqcrc1	CYOR_u10m: 2.0 ficytC_m + 2.0 h_m + q10h2_m --> 2.0 focytC_m + 4.0 h_c + q10_m	Oxidative Phosphorylation
CYOR_u10m	Ubiquinol-6 cytochrome c reductase, Complex III	Uqcrc2	CYOR_u10m: 2.0 ficytC_m + 2.0 h_m + q10h2_m --> 2.0 focytC_m + 4.0 h_c + q10_m	Oxidative Phosphorylation
CYOR_u10m	Ubiquinol-6 cytochrome c reductase, Complex III	Uqcrfs1	CYOR_u10m: 2.0 ficytC_m + 2.0 h_m + q10h2_m --> 2.0 focytC_m + 4.0 h_c + q10_m	Oxidative Phosphorylation
CYOR_u10m	Ubiquinol-6 cytochrome c reductase, Complex III	Uqcrh-ps1	CYOR_u10m: 2.0 ficytC_m + 2.0 h_m + q10h2_m --> 2.0 focytC_m + 4.0 h_c + q10_m	Oxidative Phosphorylation
CYOR_u10m	Ubiquinol-6 cytochrome c reductase, Complex III	Uqcrq	CYOR_u10m: 2.0 ficytC_m + 2.0 h_m + q10h2_m --> 2.0 focytC_m + 4.0 h_c + q10_m	Oxidative Phosphorylation
CYSALANaEx	L-alanine/L-cysteine Na-dependent exchange (Cys-L in)	Slc1a4	CYSALANaEx: ala__L_c + cys__L_e + na1_e --> ala__L_e + cys__L_c + na1_c	Transport, Extracellular
CYSALANaEx	L-alanine/L-cysteine Na-dependent exchange (Cys-L in)	Slc1a5	CYSALANaEx: ala__L_c + cys__L_e + na1_e --> ala__L_e + cys__L_c + na1_c	Transport, Extracellular
CYSASNNaEx	L-cysteine/L-asparagine Na-dependent exchange (Cys-L in)	Slc1a5	CYSASNNaEx: asn__L_c + cys__L_e + na1_e --> asn__L_e + cys__L_c + na1_c	Transport, Extracellular
CYSGLNNaEx	L-cysteine/L-glutamine Na-dependent exchange (Cys-L in)	Slc1a5	CYSGLNNaEx: cys__L_e + gln__L_c + na1_e --> cys__L_c + gln__L_e + na1_c	Transport, Extracellular
CYSGLUexR	L-cysteine/L-glutamine reversible exchanger	Slc3a2	CYSGLUexR: cys__L_e + gln__L_c <=> cys__L_c + gln__L_e	Transport, Extracellular
CYSGLUexR	L-cysteine/L-glutamine reversible exchanger	Slc7a10	CYSGLUexR: cys__L_e + gln__L_c <=> cys__L_c + gln__L_e	Transport, Extracellular
CYSGLYex_copy1	L-cysteine/glycine exchanger	Slc3a2	CYSGLYex_copy1: cys__L_c + gly_e --> cys__L_e + gly_c	Transport, Extracellular
CYSGLYex_copy1	L-cysteine/glycine exchanger	Slc7a8	CYSGLYex_copy1: cys__L_c + gly_e --> cys__L_e + gly_c	Transport, Extracellular
CYSGLYex_copy2	L-cysteine/glycine exchanger	Slc3a2	CYSGLYex_copy2: cys__L_c + gly_e <=> cys__L_e + gly_c	Transport, Extracellular
CYSGLYex_copy2	L-cysteine/glycine exchanger	Slc7a10	CYSGLYex_copy2: cys__L_c + gly_e <=> cys__L_e + gly_c	Transport, Extracellular
CYSO	Cysteine oxidase	Cdo1	CYSO: cys__L_c + o2_c --> 3sala_c + 2.0 h_c	Taurine and hypotaurine metabolism
CYSSERNaEx	L-serine/L-cysteine Na-dependent exchange (Cys-L in)	Slc1a4	CYSSERNaEx: cys__L_e + na1_e + ser__L_c --> cys__L_c + na1_c + ser__L_e	Transport, Extracellular
CYSSERNaEx	L-serine/L-cysteine Na-dependent exchange (Cys-L in)	Slc1a5	CYSSERNaEx: cys__L_e + na1_e + ser__L_c --> cys__L_c + na1_c + ser__L_e	Transport, Extracellular
CYSTA	Cysteine transaminase	Got1	CYSTA: akg_c + cys__L_c <=> glu__L_c + mercppyr_c	Cysteine Metabolism
CYSTAm	L-Cysteine:2-oxoglutarate aminotransferase	Got2	CYSTAm: akg_m + cys__L_m <=> glu__L_m + mercppyr_m	Cysteine Metabolism
CYSTGL	Cystathionine g lyase	Cth	CYSTGL: cyst__L_c + h2o_c --> 2obut_c + cys__L_c + nh4_c	Cysteine Metabolism
