gene	ActivatedMyeloidCells___aCTLA4	ActivatedMyeloidCells___aPD1	ActivatedMyeloidCells___aPD1aCTLA4	ActivatedMyeloidCells___Control	HighlyProliferativeTCells___aCTLA4	HighlyProliferativeTCells___aPD1	HighlyProliferativeTCells___aPD1aCTLA4	HighlyProliferativeTCells___Control	OtherMyeloidCells___aCTLA4	OtherMyeloidCells___aPD1	OtherMyeloidCells___aPD1aCTLA4	OtherMyeloidCells___Control
Atp2a2	0.13786197312133636	0.31179022514095495	0.23607644352605814	0.24333169885811828	0.2877368717133014	0.2642207193908104	0.2474128871157491	0.19658422879667453	0.22722367151362247	0.22952121553770152	0.23473289912405218	0.2647944332005757
Ift81	0.007570300533667114	0.0014174947198321685	0.002850712533810036	0.020893371045722853	0.01690742844776281	0	0	0.012251208581726587	0.013668548518832325	0.016027178393576032	0.0060624172081494895	0.021778169602205296
P2rx7	0.3007963693102334	0.359475611996296	0.2121308630219937	0.23310228012684123	0.08288044316634954	0.023045391606165366	0	0.008800663217980105	0.24989725845399105	0.19155340447404504	0.23744254597207254	0.29340412230767676
P2rx4	1.3637524199088396	1.6242092400884494	1.2802410975537708	1.6886245459731262	0.12428873578995077	0.0957524291827425	0.08576730558455557	0.07073681998227742	1.269401490828853	1.0768400869005814	1.0007346831429003	1.4885260276198817
Camkk2	0.15175397579113056	0.20118515332489997	0.1743988214234252	0.18329402731429012	0.21774736643865836	0.17796823224417807	0.29793066624062176	0.15180009218481266	0.24664643443760695	0.22001688869762812	0.18480125600169356	0.20732056402574192
Anapc5	0.6859092035364512	0.5738567067417296	0.5533306841684884	0.39230686034457746	1.9740863982590318	1.9368340227019765	2.1348944802687635	1.6169969660299206	0.621090069264994	0.5795415339193241	0.5257118673465626	0.6820400673830825
Rnf34	0.2354629940435289	0.2727843313638624	0.24225394623415425	0.32205156188647827	0.3521614453867345	0.3088316478757327	0.4164727332998356	0.2934409049918259	0.24202731315226894	0.2580743509842691	0.2545292435081983	0.2615250086589149
Kdm2b	0.09616681278243042	0.07725345634063312	0.10199001872068668	0.14671332318213132	0.15641425021326302	0.22243327251958128	0.39760268308454616	0.18679610659114923	0.10823797619740193	0.15205464545464947	0.13872860872858106	0.1558707844176506
A930024E05Rik	0	0.0030399587371872988	0.0028642609902642014	0	0.06170944847970984	0.055818945966916125	0.07677587678242806	0.057897013609085037	0.0010432733075603096	0.0055806178515357685	0	0.005410161592687971
Gm2479	0	0	0	0	0	0	0	0	0	0	0	9.12411256600155e-4
Orai1	0.8686971310228538	0.9523733505174243	0.7586461629236075	0.8575162513873705	0.5296660493980259	0.40388397099274087	0.663724475895149	0.5888861696054779	1.361450832903286	1.526086356606029	1.329548811195145	1.1882992404701862
Tmem120b	0.04721069417293469	0.029970143838727387	0.02031108692385311	0.021107501889289556	0.03833139600531588	0.013766368211803832	0.027182731832066973	0.03826928224074718	0.04361809130306289	0.026000093558184917	0.05371978299579858	0.035424366017616664
Rhof	0.013872121127866177	0.011129489385439286	0.007820772276825342	0.014255041746610398	0.39625813161599494	0.6163944836123029	0.42017910994024776	0.7586232103924393	0.05069230066457528	0.043966290364121856	0.08082444994397531	0.04328022310284829
AI480526	0.00986301218033114	0.009596566468077716	0.006872758164334259	0.020020225109244186	0.04824223584268812	0.05011972900035372	0.021974079794015396	0.020320042422298512	0.020588192308125586	0.0170887992076511	0.015581396608059824	0.01621735429666298
Gm38102	0	0	0	0	0	0	0	0	0	0	0	8.305696129462546e-4
4932422M17Rik	0.025568746028804493	0.008808915543328858	0.006390256171275863	0.007847815168257158	0.04039499111944651	0	0.011614725613722102	0.032490090153030574	0.017521857700693033	0.020377616044548633	0.013907510098673876	0.009526482891837437
Setd1b	0.12321971899739895	0.15451149610258214	0.11260012096779803	0.20652405095414147	0.06949148684830973	0.12516438862703466	0.14528918837952703	0.11252347275358263	0.1432055585976453	0.12106415671157195	0.12412939259611512	0.15554093489188053
Psmd9	0.36186641624860527	0.5484941059828654	0.350613009070042	0.385956833490951	0.5400505352277957	0.48414350722928845	0.4877990299627976	0.3172366198286014	0.3748525114898781	0.39005596389338293	0.3515795480568157	0.38231804809017217
Gm43409	0.003589195087109765	0.016293316946911718	0.005216193204992251	0	0	0	0.020879267722322445	0	0	0	0.002655949379729582	0
Wdr66	0	0.014987590266035664	0	0	0	0	0	0	0	0.0014486027068010734	0	0.004047747226281212
Bcl7a	0	0	0.002792672028596962	0	0.017474391279579775	0.08994472759541329	0.019672118621207282	0.05643944745494956	0.009995128523588779	0.006456658774728502	0.008950177338088089	0.020580126317294195
Gm15747	0.0014562696778440219	0	0.003908856126431053	0	0	0	0	0	0.002227496934964217	0	0	0.004498009742282628
Mlxip	0.12704576565911965	0.09170829514717706	0.12273528957129574	0.07855772587385573	0.11171734173250902	0.04317015410430762	0.08718111272642712	0.07016855178239295	0.09230513920204839	0.07823515740878173	0.10933542241851979	0.08539725816033161
Diablo	0.24983526671777231	0.36811130668707137	0.31678390710286125	0.3381847496430764	0.5551551419997542	0.518445939685475	0.49602803784908156	0.3995423287488391	0.3100752538521379	0.4018933133729113	0.32456137503115096	0.3781448232938322
Vps33a	0.1182985629178545	0.15362540700458788	0.11427681356495525	0.13157323357100995	0.19111895866520434	0.07132288891151634	0.24644769102792152	0.07084813284242816	0.11314558762116418	0.20723721594245312	0.1485904045982342	0.14100652504170447
Clip1	0.29165711652773846	0.2952953443641629	0.25887474543139305	0.27409171513514685	0.37688192076464994	0.33126444180701625	0.3217481422345716	0.23561906365581187	0.2514610546313875	0.21376395960239128	0.2403264472679856	0.2536464653461239
Zcchc8	0.24587074176215068	0.143391191114709	0.1388368417659087	0.13914225756793822	0.21513972909755238	0.2939787059683344	0.3083075170775552	0.20338052581825586	0.1903030689659404	0.1689270657627688	0.16546496337973035	0.1480795786634176
Rsrc2	0.8898808340791754	0.7210978788638706	0.5802464622278116	0.6465918325387285	1.165870565817747	1.3546833278958375	1.5142304402232927	1.9024523760027354	0.8180528476562277	0.8544191881948351	0.8008136931802076	0.7153764684882792
Kntc1	0	0	0.002314814814814815	0	0.23437291997158613	0.19557639853213785	0.1607357808208683	0.12996843261891947	0.008026905676832093	0	0	0.016001563457910924
Hcar2	1.3306239539618383	1.3476972451322355	0.7751848250526929	0.34435238626724557	0.1372739103738777	0.02059179428910076	0.08317841886123326	0.020677818903662038	1.9293311897074343	0.9899004707567393	3.9258089445328817	0.5315388896738843
Denr	0.6303533355681888	0.7069146322345298	0.6122371267657611	0.442677666802203	1.4269127405630309	1.2246882320505683	1.1565561082740359	1.144848672762008	0.7184310597422701	0.5501981848210254	0.7198944101446852	0.7464493300821644
Ccdc62	0.027507676624737607	0.03329289331450414	0.010750950463426516	0.01359102762260479	0.01004703923193337	0	0.038004946841425066	0.06287233416496599	0.03155645339714595	0.019838559369734374	0.006436119980197788	0.016099821089257713
Hip1r	0.009758766729034727	0.01233881011893943	0.011230117088243133	0	0.24259045319303882	0.28247325150080876	0.18175177257125857	0.3764092705359429	0.019765711137995415	0.01682276883100077	0.07223433175132021	0.020804218321628872
Vps37b	0.1782955464925998	0.1488643837089009	0.15515762042044628	0.16284990204189428	1.1670886643153326	0.7309243052375882	1.0313459831811724	1.7160912016727348	0.3092634627405259	0.25789192530373034	0.30444777803353196	0.16628369699687376
Gm34086	0	0	0	0	0	0	0	0	0	0	0	0.0037540477403138553
Abcb9	0.007861388006666458	0.015492463037723234	0.010709278106737562	0.021961935211840238	0.2957223030233932	0.30555021149503375	0.30209269416383544	0.9343399580962218	0.022083219271476176	0.02485569578109819	0.012867106303548079	0.015400622280091413
Gm16001	0	0	0	0	0	0	0.05507966723068247	0	0	0	0.004287098406056812	8.625649403579472e-4
Ogfod2	0.17037326490534085	0.15623352628791576	0.2098902188962197	0.12592250064684557	0.1851207261635958	0.31021817832721754	0.21052240214533602	0.2545816235210168	0.11193850888419082	0.12525295237704626	0.10671582682125653	0.13301358546942826
Arl6ip4	0.5604132621540159	0.44351185876944843	0.4892262455943218	0.662106525274243	1.0440055501092418	0.6750919681947428	0.9309115475480108	0.6776157553914043	0.515756158798633	0.5890602619474189	0.5046315513416919	0.5339211038369212
Pitpnm2	0	0	0	0	0.04004617816308102	0.06304631347832658	0.08393319009328234	0.0979324662491392	0.008662930019277102	0.0026992684162742307	0.005335176187459425	0.006192679866549697
Pitpnm2os2	0	0	0	0.007729408854810785	0	0	0	0	0.002730378408604406	0	0.0020532531743294074	0.0035221487178476126
Mphosph9	0.007587500889966048	0.015377211804410157	0.024292404604715448	0.011290880764236632	0.0820889400555006	0.1253913637295625	0.12278358386540027	0.2241692724299684	0.025599046575380653	0.011745735415569265	0.024352468426226084	0.016444836651758613
2810006K23Rik	0.052551811154577674	0.08231806435159245	0.06470047589329034	0.06078910796984879	0.04106249308132599	0.21136726484742555	0.0718344689689738	0.24892434264305538	0.06354776335081906	0.0645317563396387	0.07715866401999795	0.11956953326388131
Cdk2ap1	0.21282954162455348	0.12263057811999434	0.1854717437892883	0.15151161418393935	0.5212834592996609	0.5204969446665159	0.6228208678920544	0.5584108733906155	0.22946539538563387	0.22956528816072447	0.2198694657016611	0.25390497860127603
Sbno1	0.3531674503675357	0.34620727719639066	0.4636919050482552	0.38683880451495073	1.07734727712826	0.5865062447975069	0.5324691805716302	0.6794249483603495	0.34847117528070093	0.4053610445727042	0.3453947002559217	0.35855313363795627
Setd8	0.5087862395369637	0.31643452361527713	0.4370853233632943	0.27092403814602695	0.38919668110880146	0.47535357743102546	0.3508635138401417	0.39868352752000413	0.19952717096699427	0.17745669838197559	0.23115654412058181	0.17118283452040212
Rilpl2	0.9155450326793615	0.5017806422628577	0.7320050861602966	0.48005725410321837	1.1194152593211546	0.982584242119286	1.6784562857497132	1.0148449759605662	0.45553713224488623	0.39088705427700504	0.6487743631746314	0.41191005907170525
Snrnp35	0.1233499430179087	0.12980856999255555	0.09588784268848351	0.07475586164308907	0.08433926983917325	0.07628330257007729	0.15250545334615268	0.026133942856726416	0.12738722332629931	0.11068167506534705	0.10138497035145391	0.12517571296226795
Rilpl1	0.09787760579741495	0.040427298926933246	0.07928485495846846	0.1507895156387484	0.017474391279579775	0.05054180818372958	0.03557604735883425	0.06101463330728895	0.05717151231824698	0.04008779155021684	0.058487414829433884	0.09579262294301938
Tmed2	3.817432156885054	3.4019241145976196	3.1766841806645325	3.905699173491552	5.475051169446492	4.543819887957434	5.391439492623848	4.654948060663505	3.5184393019647597	4.130516090041058	3.1522732956012955	3.7941650743177218
Ddx55	0.08995947328920609	0.14855275169203838	0.09834625539763349	0.20999354191587075	0.19797095838927542	0.07290040773626673	0.1701598153495484	0.20828462605791168	0.10558056845641453	0.1259816353987011	0.13178820502746366	0.1617000573198821
Eif2b1	0.09389838941288968	0.14549263961450457	0.15528074897845334	0.12054294250996371	0.36534948894866864	0.30484568790817834	0.2677769100558381	0.3115551004411453	0.14268035282525407	0.14405855289352093	0.15538910048525073	0.1505899580217156
Gtf2h3	0.04928734068426496	0.05357765174377402	0.06716612817858707	0.06858846829454444	0.19889209302219013	0.1949622445708428	0.20833808129170206	0.2094817413561635	0.05380409455128288	0.08022295968258975	0.08737020901765119	0.07159343123683647
Atp6v0a2	0.24580788973309592	0.2053113704821363	0.15412051839075053	0.1550182820635749	0.32659482709716126	0.43015778719531034	0.31773383535298216	0.3804555915308079	0.19347917321765937	0.247456551568303	0.2081182137761347	0.23688187180857803
Ccdc92	0	0.013045021504975315	0.004482209610159779	0	0.1964522366886812	0.16180683363598394	0.24045090857250123	0.12779894499564415	0.005761776105007055	0.009876851243635161	0.01993763501224334	0.0022607073957559704
Zfp664	0.06921544217427379	0.10387796681601794	0.12023801253012421	0.07825147978124454	0.11359841905171592	0.14211330251217938	0.16404733326684345	0.1551751905462811	0.0636540568614415	0.05570824353945329	0.2901066779032081	0.09017142413564408
Fam101a	0	0	0	0.014637002341920377	0	0	0	0	0	0	0	0
Ncor2	0.14311576997514716	0.17755350893033048	0.15453743140014095	0.14844371423818165	0.15546540563078495	0.08782387182971249	0.2686478535489708	0.14924071510982895	0.1926321177234108	0.12099536932394747	0.152288088856694	0.2253093479562534
Scarb1	0.10540364269449874	0.2251303681759864	0.1880124505914444	0.17083643129072765	0.06098670953863546	0.06703045301135033	0.073112481549493	0.0754833105511895	0.2901859735430697	0.21650277972691764	0.2116754973270417	0.3054860908043043
Ubc	2.2609923486538595	2.535741524472351	2.159502637302015	2.0057140134035114	0.580957939174103	1.0037657802317488	0.7832057883482695	0.7845538453184719	2.0060055907522902	2.096618289937077	2.7087583167448224	1.7159472231269077
Gm10382	0.013072594849602841	0.009726155832248248	0.022805492221135943	0.029792589948198025	0.020077524685801696	0.012421866459966808	0	0.008200505643177957	0.017534944663520288	0.023309095013423212	0.01362200942426732	0.024300274968462175
Dhx37	0.0123038877352976	0.01564802684423888	0.013716366379270976	0.008479256811469736	0.026150194964966168	0.04440957045878459	0	0.008671026458770138	0.019488447804171374	0.02893913576493734	0.028481036289148685	0.027715723532752822
Bri3bp	0.16962281617243477	0.11230805480595732	0.19363147349932516	0.16554648873594938	0.8808589943073684	0.2829449213414754	0.459492274775063	0.29133698440579037	0.26229301746087863	0.32241634371316763	0.28442769797855005	0.35395931609585746
Aacs	0.029375155736252795	0.04602579957593476	0.05624821627051395	0.008990218642117376	0.07168221288617042	0.059494911885009494	0.0829053795324123	0.07391123484049235	0.04033236458646904	0.06560265643025912	0.030404804557455825	0.04778509470462639
Slc15a4	0.29154587776562885	0.2958685448985681	0.26015151225216315	0.20298966972572774	0.21304568568102702	0.2892562982509069	0.09654127921541354	0.17059988943791682	0.3300578885847022	0.26046210713311346	0.3207958715769459	0.26355406471619264
Stx2	0.12383455789096556	0.14162537618250493	0.09119381697282244	0.047243303872844006	0.05193845143398043	0.0405717946164393	0.04601457441214033	0.10453904236099051	0.06622549938969703	0.13385291158296234	0.09101328753911825	0.10234391867149582
Ran	2.360505089237014	2.4430862639849247	2.5145002298622767	3.1851643500406057	12.706945518317537	11.175117275516662	11.389986945948746	10.342627293668482	2.396439146619062	3.0082497301393682	2.3593841512131575	3.1975174139859805
Adgrd1	0	0	0	0	0	0	0	0	0.0020967525496511	0	0	0.0013274342156788565
Sfswap	0.1501619880361917	0.13995114045976273	0.15512955067725634	0.09130802763821287	0.22816285661104518	0.25593555094051906	0.2696341778726757	0.18444081308803625	0.1275989638255543	0.18944410414347626	0.17622906091190754	0.20284542671636743
Mmp17	0	0	0.0039275925079945186	0	0	0	0.013847346848343852	0.00896055741835588	0	0.0017415334480655568	0	0
Zfp11	0.006604125404129061	0.0017374322835767477	0.002000640204865557	0	0	0	0	0	0	0.003969043487406082	0	0.004053984724848056
Mrps17	0.7410950003403253	0.880448450311066	0.9137723355883247	0.9744545823457899	1.0081770773379337	1.3891420616424281	0.9537181577433916	1.1559008045720431	0.9249652826018435	0.9249572464471747	0.9344501042997403	1.0518684859646317
Gbas	0.09695763359755973	0.07903945340456006	0.08132287394288931	0.062024209383165385	0.13225702956055155	0.15570376833229196	0.0977363375094851	0.15883012321703419	0.08393113954202146	0.1301880955127994	0.1187240838235451	0.11328291121266271
Psph	0.10798098410733246	0.09430798299170624	0.11711970121138728	0.061101569749594555	0.7015191734794577	0.5343019426969119	0.7973407929555341	0.6534260080677672	0.11717999459766586	0.11192111518758524	0.15023192171162886	0.1317692391152843
Sumf2	0.10631515994023676	0.10130274991301594	0.17356752274566137	0.15623870848538413	0.14833585449992603	0.42233972518049173	0.16148915676092557	0.05629527564000465	0.11964417147151597	0.13158051850765318	0.17426797788961335	0.152833727829898
Phkg1	0.0054304848233289165	0.004094630868868365	0.009843266235995256	0.006667377853637722	0.03853353375520485	0.0446538035093603	0.01783828524131632	0.008485549956978262	0.016627876925847256	0.20132364509842757	0.009822149854663677	0.025094302538370195
Chchd2	8.63110331513383	7.022809844611136	7.7704513306169325	7.159525597195618	8.887239386617802	7.644178939774093	8.31299790096736	7.204386039667618	7.605881725320112	7.48287955185552	7.672550675671097	7.478950156974921
Zbed5	0.0026733250282035804	0.0090004546017399	0.004682581900619492	0	0	0	0.008974469429367334	0	0.013575458861068077	0.0040773670722872545	0.0059758861043915585	0.0033019979383585034
Nupr1l	0.008704332061675603	0.019060705938908663	0.003370831913486209	0.026717439520249464	0.011238354255402837	0	0	0	0.0010591694416906038	0.012524818855930316	0.018205528665622264	0.012454617807295126
Vkorc1l1	0.12123827825176406	0.08724046122385148	0.10490963001058123	0.0793277741312238	0.11238346283606744	0.15719832022779429	0.1285858321399716	0.08075165703140709	0.11509873160575551	0.08555077981034946	0.08011488367980855	0.10546927841542278
Gusb	0.6282741544095329	0.7796420996764628	0.6815333088207606	1.4834703667598566	0.44518253608967717	0.4282945935184239	0.4561967975119421	0.36935260446873425	1.1131125126176633	1.0122905480702105	0.9379190296964595	1.451168892868976
Asl	0.3472074337834303	0.3921104152902368	0.38255861795579565	0.45728837059952854	0.34416690118381266	0.35784688556098315	0.39891750151458427	0.37831768559457546	0.43209017262596505	0.49023327436656633	0.3078392820981395	0.4602765961938327
Crcp	0.24729989143168626	0.2190028871859853	0.23324380870189673	0.22806383466618202	0.2773266148260581	0.35947973967603236	0.3557429545206853	0.3817330592468107	0.323993303093592	0.33797485807844013	0.2745408797240824	0.34178226353848074
Tpst1	0.1596210927298092	0.18740333069830425	0.21245425014696656	0.2400499459310245	0.04893265795070383	0.11709238322216142	0.12577128596543047	0.006391095414580774	0.17428227295345033	0.19975958938319266	0.14901611550419744	0.2009936777209838
Kctd7	0.00418880699850261	0.002052536730144786	0.0035346775256514737	0	0.012267215479358362	0	0	0.008801724433851079	0.00559821302788057	0.00501948509013819	0.002217757137851348	0.006724426448384268
Rabgef1	0.15766635775857551	0.17824131829946174	0.21089586135329266	0.2016642097512574	0.04514461764265113	0.09029316322455752	0.11388729641839318	0.079616744579369	0.1610843875249062	0.13105950356997065	0.1796200469563523	0.12513540236444531
Tmem248	0.34221988133237186	0.3093355632096271	0.33671952799498894	0.2509267255330941	0.3713971229178371	0.37019904899343975	0.4292810153206675	0.38565217197590146	0.2719186763500085	0.33675748784747916	0.3555277541465295	0.2665163192278609
Gm42469	0.0027290937771203695	0.0012904291451164998	0.011750447233169464	0.020383457272698382	0	0.025941864317910134	0.01773804455796793	0	0.006684330523494796	0.004025622337384217	0.015827156742961035	0.017521193343191598
Sbds	0.445831038518594	0.7431183323382062	0.4995109180195385	0.44927456803785243	0.48524006967083233	0.5938604931474336	0.5359935694378712	0.5006790166845163	0.5496367594861301	0.4710823895126108	0.5614381017478773	0.5600978868998079
Tyw1	0.07522068097522543	0.07489283645157575	0.07726864956109072	0.0461755166304806	0.2281052405058231	0.2484855489607157	0.20317084101260063	0.267940071447473	0.14087179069282296	0.07194560372000595	0.10440831516388896	0.10763179738754576
Caln1	0	0	0	0.0036387983232417324	0	0	0	0	0	0	0	0.0047036234626051075
Wbscr17	0.0022245654311430266	0	0	0	0	0	0	0	0	0	0	0
Auts2	0.004754930863305248	0	0	0	0	0	0	0	0	7.459421122067013e-4	0	0.0035625106105900343
Gatsl2	0.04024927175159318	0.03840912151850174	0.07254122061701183	0.1234855062182401	0.02519023288278765	0.010548256162291249	0.01101593344613649	0.021678853795642116	0.07365045040200886	0.22105787034733035	0.0504413069785282	0.07558324981492265
Wbscr16	0.02515074576562643	0.05974374642522326	0.031458256320186	0.06347223659091185	0.08945514386568423	0.12799087389150968	0.14444703790595592	0.03127237044304947	0.06090857014384167	0.03429921295800286	0.045654991900039694	0.046813929691761826
Gtf2ird2	0.026231309084761623	0.016339773758891778	0.007343404919149832	0.03420963031432297	0.08877942421480386	0.03346735626231177	0.010079019512981777	0.2554813808714543	0.013052625947997035	0.016573193965026965	0.015046657282687103	0.03745650935824692
Ncf1	0.8662746444464945	0.9012847000504804	1.0963176449574952	1.0864861486508468	0.14774325834829302	0.08590717764730851	0.1643549305083797	0.4549493309977182	1.1140050273820499	0.8880292982416832	0.9434680926678651	0.9903527632415507
Gtf2i	0.10802104171610473	0.0805298456057481	0.09395511181809042	0.08450076480970156	0.47210844144423003	0.3034970337825373	0.47483229885653805	0.45882156406567537	0.0890041637974681	0.08608042921875567	0.13692828730198217	0.16243905148704324
Gtf2ird1	0.00180029668889433	0	0.00974485526251689	0	0.008525047441889014	0.016777059719621776	0.020885547201336674	0.019244055030299766	0.013080422086760593	0.011994322828939957	0.019433815756178655	0.014194742944581592
Clip2	0.12871318628036404	0.11438731223491487	0.09311250235810291	0.11191308182792759	0.018038930257449345	0	0.00805620005155968	0.06169301339509427	0.09334437384964257	0.09711928817545354	0.07738603104746102	0.05717698748650278
Rfc2	0.599522868038743	0.5436291044565584	0.4774344335133081	0.7325879267048276	2.241179497424263	2.044082545986186	1.723769520912082	2.212528431568876	0.7955988938041197	0.6533415395602246	0.6399484280076738	0.667511331723387
Lat2	1.6124195765179152	1.5039709269469705	1.6953900947642568	1.9101857791316357	0.5534614049983384	0.9064490236373154	0.2868005602947924	0.81364149700638	1.4777776109243907	1.3174989981309304	1.2534062112927953	1.864139018959454
Eif4h	1.0942862389506807	0.9428247708352034	0.8803340455197058	1.0112103786134736	1.8131885077910543	1.4583453315852846	1.6826493690165947	1.613697800727685	1.2788750876587218	1.2576703194645156	1.0706148528666923	1.3097663523752583
Limk1	0.02891772030703577	0.04548225140103989	0.03463130150662222	0.08783174468329705	0.02108203638727282	0.03198409074056161	0.03207744944956131	0.04109037639129182	0.04471485927745505	0.021346522211637457	0.03401141223563661	0.0782650422684143
Gm10369	0.0043041718997346825	0.002370915505313222	0	0	0.008837013654953502	0.016777059719621776	0.0315932123809262	0	0.002566029059765896	0.007833962663611388	0.015642800577546384	0.004753416405929373
Eln	0	0	0	0	0	0	0	0	0	0	0	0.0013274342156788565
Cldn13	0	0	0	0	0	0	0	0	0	0	0.0058772017467043575	0.002242841636686443
Wbscr27	0	0.005537181993495763	0	0.0059569195577582924	0.03789020656211304	0.010549457968849561	0	0.05129394359901131	0.01036765523323871	0.010204748710851134	0.02095489002141991	0.006416960580479591
Abhd11	0.15455702447351974	0.20950780978859485	0.22334745573068182	0.17571864825711084	0.11602523260131573	0.16303243307858994	0.09671930656062405	0.09771873650212345	0.22923436575548223	0.21791144027143655	0.19811023255397608	0.25349677322305786
Abhd11os	0	0	0.0014484356894553885	0	0	0	0	0	0.0020967525496511	0	0.006805065505045791	0.002624802763054215
Stx1a	0	0	0	0	0	0.03781189588845985	0	0.012139148632949777	0	0.0017029375331859959	0	0.0014771953124431273
Wbscr22	0.19677309225763306	0.2315377695999782	0.18980045692205744	0.18993999855028534	0.3652477909305108	0.2294034827345497	0.46524215726770524	0.40223163269129136	0.22115545239481466	0.26327956778393624	0.1940732937962073	0.33602274073894667
Dnajc30	0.2529413153992562	0.3248235189703284	0.22737916257532514	0.1941740612298503	0.22763933464386862	0.14584100683031306	0.37250516262613703	0.15197937040495169	0.26048453306430996	0.27636125601006284	0.3577110059965909	0.2748448185357488
Vps37d	0	0	0.001200999231360492	0	0	0	0.01177823006181215	0	0	0	0.004011006201015587	0.0026514413922252415
Mlxipl	0	0	0	0	0	0	0	0	0	0	0.0021538448284031827	0
Tbl2	0.042061433928901826	0.058960191921585074	0.06065765202176596	0.04498538099828127	0.1268922174363606	0.04241292798248346	0.08142024336774598	0.10695933440778606	0.03474852620650449	0.05091631995351434	0.04675460052472763	0.04017713331136561
Bcl7b	0.3190636217502712	0.40172614194135065	0.34481194557450245	0.447577677086303	0.34833836317921574	0.40914495897336506	1.2147046389302487	0.4600668023235384	0.3668907038041079	0.35574522101304057	0.3207492036657018	0.38007436357064994
Baz1b	0.2832824494262949	0.29612040399489153	0.3208914121948643	0.28182052682711084	0.4641319030439711	0.4343310555930355	0.666766425114564	0.4507415727299754	0.218561800699185	0.23633036550287717	0.24330911469505823	0.2918379352603217
Fzd9	0	0	0	0	0	0	0	0	0	0	0	0.0017176110091995244
Nsun5	0.04435111504354232	0.04235701575021077	0.05937998964781617	0.03771954777513815	0.13236291218012697	0.06410854761201515	0.0712022215067864	0.03523661285095535	0.08067074831023698	0.04509775080323448	0.05409858376153728	0.07395686170232997
Pom121	0.07343160609503986	0.04791439852044049	0.09396736212362287	0.03983154228880862	0.19279940596117393	0.190797964112335	0.20323973855838542	0.12217149065715097	0.07273652686411201	0.08492555763674953	0.08979511564199741	0.07441720649760894
Hip1	0.09583993961730426	0.22757449541910216	0.18540628696161232	0.17213211175595391	0.19751861448259656	0.2061952841305571	0.3381029213368916	0.2809036706252731	0.11786521951969978	0.1749126495917653	0.20219514963053176	0.15737425389186865
Ccl24	2.812618130716806	12.143739043090228	1.1046902212177028	0.07075120172690706	0.13366558220449962	0.1711485019822017	0.021770867346173284	0.015299245594199746	1.827526469102537	6.037925613101384	0.9010578526913107	0.051065507388257464
Rhbdd2	0.04200108513486025	0.05827769931212118	0.0460063861262133	0.034676489494044574	0.05605186295277373	0.10467632645281949	0.06503681995683516	0.012363262318754573	0.034377531619882204	0.032486114440944604	0.019751952782960137	0.04521799285208209
Por	0.4668535517965316	0.48988957657112797	0.5095309118738967	0.6038990169690087	0.16320957237375947	0.18825136924534716	0.2420793102184477	0.16361547826632727	0.3484293888509416	0.3359839743787187	0.3325320087338761	0.41240903643715615
Tmem120a	0.23751392465722893	0.23695440777415872	0.24956836350856418	0.24179522116614616	0.35085638550316184	0.2128097629993456	0.28684495928676407	0.17980589260448693	0.1765287581678422	0.1684869164628447	0.22634267823994564	0.14862991722568564
Styxl1	0	0	0	0.006667377853637722	0	0	0	0	0	0.00428893696297407	0	9.115670566958245e-4
Mdh2	1.976041410583677	1.7880328779921506	1.8117318093522257	1.761169647375351	3.5890547962459753	3.584050593747928	3.716817057493623	3.3013243723105976	2.1076874924917877	2.3539491495363905	1.9063981755490618	1.853876164157966
Hspb1	0.021852296072234732	0.014093211119103537	0.0036018992178279163	0.008521952549768204	0	0	0.01667934296732183	0	0	0.007793349872662712	0.021004713856307037	0.018061177065041276
Ywhag	0.7363087794430316	0.8182054988663009	0.9298448695990005	1.0430004254317984	0.466267569195993	0.2600510409524622	0.24193107849813378	0.32086429177492237	0.7721339642066386	0.8588769380972244	0.5860262228754644	0.5688894993563128
Ssc4d	0.024952622347208832	0.0285475751141476	0.0234114229432223	0.010083647102153672	0.02487014221206343	0.010548256162291249	0.00805620005155968	0.016939437784238547	0.013679920070443642	0.024337600605367937	0.03699585940556997	0.05041555616365929
Zp3	0	0	0	0.023854961832061067	0	0	0	0	0.0024946813393844323	0	0	0
Dtx2	0.10141479248373482	0.157042338691009	0.13138296463458482	0.2365414717209841	0.11904272394463039	0.08710925422931483	0.17187861971704463	0.09413257587816286	0.12733916206188509	0.1747396826050323	0.1533156182371127	0.1636892266119574
Rasa4	0.7844810906990547	0.5476565455544989	0.5541946171183953	0.4726675285749248	0.03493056030700008	0.036298344034308296	0.007037337296761698	0.09074741698630552	0.5109074461238803	0.49872739686295475	0.358800811779686	0.3764119794437374
Polr2j	0.5401692188026697	0.8300381396639249	0.8552335417912573	1.1232578168767797	1.5480454708426765	1.3110653891168076	1.253950134441757	1.5647542937588348	0.7866062088927686	0.9070291905975959	0.6923207127969114	1.0539491565431574
Gm43604	0	0	0	0	0	0	0	0	0	0	0	0
Lrwd1	0.11770763504102615	0.1246959998443116	0.16088237505978112	0.12288163947888918	0.5140601525944556	0.43858723862665316	0.3994403803139836	0.4228256760335692	0.19168422820001188	0.15157048688997693	0.2401422046189396	0.2044945353297424
Alkbh4	0.021450052236038093	0.023947266338785307	0.027862253050646647	0.07168701407875445	0.12892848855682454	0.08672863133238319	0.2037132719542155	0.15428263237011747	0.04261747932688596	0.08205362576076541	0.05403079955851287	0.05568673561550267
