gene	ActivatedMyeloidCells___aCTLA4	ActivatedMyeloidCells___aPD1	ActivatedMyeloidCells___aPD1aCTLA4	ActivatedMyeloidCells___Control	HighlyProliferativeTCells___aCTLA4	HighlyProliferativeTCells___aPD1	HighlyProliferativeTCells___aPD1aCTLA4	HighlyProliferativeTCells___Control	OtherMyeloidCells___aCTLA4	OtherMyeloidCells___aPD1	OtherMyeloidCells___aPD1aCTLA4	OtherMyeloidCells___Control
Arfgef1	0.23750155486164817	0.23669621364373702	0.31020982188756396	0.19975036767657123	0.18072378112217827	0.16770684079699302	0.24697493878711357	0.1605598365122011	0.22139037826856997	0.2752706263018652	0.2802199080981163	0.20763050919100276
Slco5a1	0	0	0	0	0	0	0	0	0.005249561690567272	0.002005692958894526	0.12211766583679462	0.0027785002974761
Ncoa2	0.09386317723480442	0.06302334804499304	0.12241839455630332	0.04764594753211716	0.07524805683356195	0.146541306576568	0.14530488972984562	0.18827768527761574	0.1437959062229456	0.11912739725069724	0.06604696796868509	0.11752900478340703
Tram1	0.8637450935940302	0.775666967463892	0.8344542163192711	0.9058172363036714	1.4561696251081602	2.121534644576991	1.6841501840406663	1.4224598729260642	0.8900025647823703	1.3934839304649616	0.9332379018313307	1.038165744937197
Lactb2	0.14313397673810255	0.1941859479946491	0.12668186616089544	0.19732014378282617	0.15270931355303172	0.1887606516632578	0.11351793491386598	0.12821508289753591	0.10067555664016382	0.1065350612356845	0.060483537681628945	0.14573934780812495
Eya1	0.001928937926777516	0	0	0	0	0	0	0	0.0030765747140016142	0.0017029375331859959	0.0036012728338704037	0.0019250130419633592
Msc	0	0	0	0	0.014800727227224305	0.025479524653988055	0.02326312101849201	0	0.0032447642484087673	0	0	0.0022568754375943373
Terf1	0.1324119806207329	0.17207238623445603	0.12190832816828977	0.1391589539360604	0.3017251844007609	0.40408320665668473	0.4352907787782254	0.48545455462200676	0.21312409451291336	0.2452550422787408	0.12749027269914515	0.22350977907254604
Sbspon	0	0	0.0034134352812670676	0	0.008837013654953502	0	0.01904152575937604	0	0.005113352804980815	0	0	0.0015080487097392783
Rpl7	8.786160934830743	7.772491495209675	8.940514979800747	7.75289749839698	18.85716236136243	18.567419498491425	18.926902341598883	17.96820172803461	9.300041200631336	8.69407740242976	10.43135542966523	10.273604254124681
Rdh10	0.02126194385234294	0.027834178955568955	0.021304023734563807	0.018113140474622022	0.0288104604797682	0	0.028523656596412143	0	0.014007836666284605	0.018792081388484805	0.018755424683113583	0.034430003102944
Stau2	0.02071380311068256	0.012370241129240692	0.00641392502719453	0.0053638860281496744	0.017175238279569877	0.018631221945661077	0.04329803352744148	0.008800663217980105	0.0057265569344992434	0.003467119571226916	0.004839366177312286	0.017820178137255657
Ube2w	0.3807431667063603	0.3897239257991653	0.3026120844582533	0.40436058911444467	0.24490159559588573	0.21768114815697123	0.2772676379378135	0.5479522660966771	0.46737765065685033	0.5778797105388604	0.4148891588751938	0.5271184823072698
Tceb1	1.8206405441890912	1.761914677592686	1.3370985069221935	1.7651390304247798	1.818191503089688	1.9291917459479804	1.809519994616668	2.2273698182480177	1.3668412112291017	1.63446621902741	1.310468370350199	1.496452708057372
Tmem70	0.25654528671524607	0.2739974369143101	0.24768185729887604	0.20730240707594114	0.4418339270030801	0.40134274664604563	0.3826735670192425	0.5929936620289625	0.35736138435054526	0.4339238018639744	0.3436788035086268	0.35343703103318086
Ly96	0.0935942140744448	0.12887053448708818	0.11153122484659364	0.2279562990295614	0.01874676967003246	0.008979981824516786	0.027057459979652976	0.03398170425043157	0.13108655098913452	0.10427172466989171	0.07690097597925097	0.1195027595977712
Pi15	0	0	0.0022563176895306863	0	0	0	0	0	0	0	0	4.5807219401006476e-4
Mcm3	0.19908585817650037	0.1923621306535207	0.2743060362202039	0.1813827617781601	1.4036986695871558	1.2249334374690477	1.6271834220749721	0.9680902286805433	0.18916620128954292	0.19254993053387148	0.14716111057813555	0.2276218156301076
Paqr8	0	0	0.0038086814499018067	0	0.027198416579747933	0	0	0	0.0030521250854885955	0.0034889359189531144	0.006695896762540172	0.003236759423759645
Efhc1	0	0.002340659597874681	0	0	0	0	0	0	0.007881267990761581	0.008003624139199174	0.004016941646314524	0.002952674665976782
Tram2	0.04880974504101422	0.051264130706376275	0.03929516368135527	0.020441600295170587	0.007501886724511214	0	0.021707577259690254	0	0.03652479417513812	0.05112819106336373	0.039778417808541904	0.030530764258027195
Tmem14a	0.041708495346205	0.0074619949104680625	0.029830965038582506	0	0.016128939895458366	0	0.016112400103119363	0.03936206085130611	0.021938056253346327	0.010659184319889579	0.005254560984814961	0.01789894687879571
Gsta3	0.0015609731731150473	0	0.0022640825937330195	0	0	0	0	0	0	0	0	0.002261757747651164
Khdc1a	0	0	0	0	0	0	0	0	0	0	0	0
Khdc1c	0	0	0	0	0	0	0	0	0	0	0	0
